Id;Marker;Active;X;Y;Z
0;0;1;6.7965095451213386e-01;9.9999999999999989e-01;0.0000000000000000e+00
1;0;1;0.0000000000000000e+00;2.9490586869202229e-01;0.0000000000000000e+00
2;0;1;9.0780926683108787e-01;0.0000000000000000e+00;0.0000000000000000e+00
3;0;1;1.0000000000000000e+00;7.7456977251984382e-01;0.0000000000000000e+00
4;0;1;2.3881598880934227e-01;9.9999999999999989e-01;0.0000000000000000e+00
5;0;1;0.0000000000000000e+00;1.4344453549560876e-01;0.0000000000000000e+00
6;0;1;1.4365234320775655e-01;0.0000000000000000e+00;0.0000000000000000e+00
7;0;1;1.0000000000000000e+00;9.6257861548562113e-02;0.0000000000000000e+00
8;0;1;0.0000000000000000e+00;9.9999999999999989e-01;0.0000000000000000e+00
9;0;1;9.3446142995046250e-02;3.4104819699115624e-01;0.0000000000000000e+00
10;0;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
11;0;1;8.9094741560792190e-01;4.2679114896697640e-01;0.0000000000000000e+00
12;0;1;3.2811595011309741e-01;1.0000000000000000e+00;0.0000000000000000e+00
13;0;1;0.0000000000000000e+00;9.6415233410384615e-01;0.0000000000000000e+00
14;0;1;3.2905721946749977e-01;0.0000000000000000e+00;0.0000000000000000e+00
15;0;1;1.0000000000000000e+00;2.8399577103331264e-01;0.0000000000000000e+00
16;0;1;9.2914904701461498e-01;1.0000000000000000e+00;0.0000000000000000e+00
17;0;1;0.0000000000000000e+00;5.9997984887500508e-02;0.0000000000000000e+00
18;0;1;3.1376211087548983e-02;0.0000000000000000e+00;0.0000000000000000e+00
19;0;1;1.0000000000000000e+00;9.0529164186746880e-01;0.0000000000000000e+00
20;0;1;7.1101526322623039e-03;1.0000000000000000e+00;0.0000000000000000e+00
21;0;1;0.0000000000000000e+00;1.6249600734802883e-01;0.0000000000000000e+00
22;0;1;3.8037550266559311e-01;0.0000000000000000e+00;0.0000000000000000e+00
23;0;1;1.0000000000000000e+00;8.8433008827647519e-01;0.0000000000000000e+00
24;0;1;0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00
25;0;1;2.2630035571223600e-01;4.0884782067670294e-01;0.0000000000000000e+00
26;0;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
27;0;1;5.6541181539349938e-01;9.5326721186741847e-01;0.0000000000000000e+00
28;0;1;8.5041238721192380e-01;1.0000000000000000e+00;0.0000000000000000e+00
29;0;1;0.0000000000000000e+00;7.4936665414509118e-01;0.0000000000000000e+00
30;0;1;1.4345686807377048e-01;0.0000000000000000e+00;0.0000000000000000e+00
31;0;1;1.0000000000000000e+00;9.0881876629771485e-01;0.0000000000000000e+00
32;0;1;3.9077236855155151e-01;1.0000000000000000e+00;0.0000000000000000e+00
33;0;1;0.0000000000000000e+00;1.6094563167831094e-01;0.0000000000000000e+00
34;0;1;2.6975800543653472e-01;0.0000000000000000e+00;0.0000000000000000e+00
35;0;1;1.0000000000000000e+00;8.9181933912390432e-01;0.0000000000000000e+00
36;0;1;4.0644022483085393e-02;1.0000000000000000e+00;0.0000000000000000e+00
37;0;1;0.0000000000000000e+00;3.8508437066358164e-01;0.0000000000000000e+00
38;0;1;6.3898363709807715e-01;0.0000000000000000e+00;0.0000000000000000e+00
39;0;1;1.0000000000000000e+00;8.1101633220771718e-01;0.0000000000000000e+00
40;0;1;1.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00
41;0;1;1.3065381782090962e-01;8.4620461551545822e-01;0.0000000000000000e+00
42;0;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
43;0;1;5.2909337351576335e-01;4.2142784987595695e-02;0.0000000000000000e+00
44;0;1;0.0000000000000000e+00;9.9999999999999989e-01;0.0000000000000000e+00
45;0;1;8.0888785615284631e-01;1.1799061932705915e-01;0.0000000000000000e+00
46;0;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
47;0;1;4.0321752278210787e-01;9.2324115446135457e-01;0.0000000000000000e+00
48;0;1;9.1113515220595387e-01;1.0000000000000000e+00;0.0000000000000000e+00
49;0;1;0.0000000000000000e+00;3.6671289762311582e-01;0.0000000000000000e+00
50;0;1;5.6619925949709027e-01;0.0000000000000000e+00;0.0000000000000000e+00
51;0;1;1.0000000000000000e+00;2.0675960789366959e-01;0.0000000000000000e+00
52;0;1;7.2935059669789248e-01;1.0000000000000000e+00;0.0000000000000000e+00
53;0;1;0.0000000000000000e+00;3.7645772521794924e-01;0.0000000000000000e+00
54;0;1;8.0043380509517814e-01;0.0000000000000000e+00;0.0000000000000000e+00
55;0;1;1.0000000000000000e+00;1.6508210500115253e-01;0.0000000000000000e+00
56;0;1;1.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00
57;0;1;6.0878227616699632e-01;8.9102153891109970e-01;0.0000000000000000e+00
58;0;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
59;0;1;2.3182749624537416e-01;1.3538944058559083e-01;0.0000000000000000e+00
60;0;1;3.6160066999645707e-01;1.0000000000000000e+00;0.0000000000000000e+00
61;0;1;0.0000000000000000e+00;2.7954038849528756e-01;0.0000000000000000e+00
62;0;1;1.9364656023660720e-01;0.0000000000000000e+00;0.0000000000000000e+00
63;0;1;1.0000000000000000e+00;4.4888526155510505e-01;0.0000000000000000e+00
64;0;1;1.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00
65;0;1;6.6765763772599435e-02;7.4021810012377143e-01;0.0000000000000000e+00
66;0;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
67;0;1;7.3301121391204227e-01;2.0693585954229808e-03;0.0000000000000000e+00
68;0;1;5.7326231177426146e-01;1.0000000000000000e+00;0.0000000000000000e+00
69;0;1;0.0000000000000000e+00;8.8830835558896026e-01;0.0000000000000000e+00
70;0;1;9.7515657123664035e-01;0.0000000000000000e+00;0.0000000000000000e+00
71;0;1;1.0000000000000000e+00;4.2015942683959395e-01;0.0000000000000000e+00
72;0;1;3.9958062273576506e-01;9.9999999999999989e-01;0.0000000000000000e+00
73;0;1;0.0000000000000000e+00;5.4220756581034080e-01;0.0000000000000000e+00
74;0;1;1.8292576113189901e-01;0.0000000000000000e+00;0.0000000000000000e+00
75;0;1;1.0000000000000000e+00;2.8047917870562261e-01;0.0000000000000000e+00
76;0;1;0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00
77;0;1;6.3246186266726656e-01;1.9350254113327739e-01;0.0000000000000000e+00
78;0;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
79;0;1;5.3282145828469329e-01;8.1548875908780150e-01;0.0000000000000000e+00
80;0;1;7.4118871960076549e-01;1.0000000000000000e+00;0.0000000000000000e+00
81;0;1;0.0000000000000000e+00;6.4932827750295341e-01;0.0000000000000000e+00
82;0;1;1.4824585112651570e-01;0.0000000000000000e+00;0.0000000000000000e+00
83;0;1;1.0000000000000000e+00;3.6940265040301146e-01;0.0000000000000000e+00
84;0;1;5.0778711713718527e-01;1.0000000000000000e+00;0.0000000000000000e+00
85;0;1;0.0000000000000000e+00;1.7210051399858670e-01;0.0000000000000000e+00
86;0;1;4.9446710409652145e-01;0.0000000000000000e+00;0.0000000000000000e+00
87;0;1;1.0000000000000000e+00;9.2015121010763468e-01;0.0000000000000000e+00
88;0;1;3.1510470625058512e-01;9.9999999999999989e-01;0.0000000000000000e+00
89;0;1;0.0000000000000000e+00;7.4059613743607722e-01;0.0000000000000000e+00
90;0;1;2.8758784554062417e-01;0.0000000000000000e+00;0.0000000000000000e+00
91;0;1;1.0000000000000000e+00;3.0008274440746102e-01;0.0000000000000000e+00
92;0;1;5.1292352346904591e-01;9.9999999999999989e-01;0.0000000000000000e+00
93;0;1;0.0000000000000000e+00;3.3743205815425148e-01;0.0000000000000000e+00
