Id;Num2DNeighbours;2DNeighbours;Num3DNeighbours;3DNeighbours
0;2;1;0;0
1;2;65;0;0
2;2;0;32;0
3;2;0;4294967295;0
4;2;4294967295;0;0
5;2;2;1;0
6;2;1;33;0
7;2;1;65;0
8;2;4294967295;1;0
9;2;3;2;0
10;2;34;2;0
11;2;2;33;0
12;2;4294967295;2;0
13;2;4;3;0
14;2;35;3;0
15;2;3;34;0
16;2;4294967295;3;0
17;2;5;4;0
18;2;36;4;0
19;2;4;35;0
20;2;4294967295;4;0
21;2;6;5;0
22;2;37;5;0
23;2;5;36;0
24;2;4294967295;5;0
25;2;7;6;0
26;2;38;6;0
27;2;6;37;0
28;2;4294967295;6;0
29;2;8;7;0
30;2;39;7;0
31;2;7;38;0
32;2;4294967295;7;0
33;2;9;8;0
34;2;40;8;0
35;2;8;39;0
36;2;4294967295;8;0
37;2;10;9;0
38;2;41;9;0
39;2;9;40;0
40;2;4294967295;9;0
41;2;11;10;0
42;2;42;10;0
43;2;10;41;0
44;2;4294967295;10;0
45;2;12;11;0
46;2;43;11;0
47;2;11;42;0
48;2;4294967295;11;0
49;2;13;12;0
50;2;44;12;0
51;2;12;43;0
52;2;4294967295;12;0
53;2;14;13;0
54;2;45;13;0
55;2;13;44;0
56;2;4294967295;13;0
57;2;15;14;0
58;2;46;14;0
59;2;14;45;0
60;2;4294967295;14;0
61;2;16;15;0
62;2;47;15;0
63;2;15;46;0
64;2;4294967295;15;0
65;2;4294967295;16;0
66;2;339;16;0
67;2;16;48;0
68;2;16;47;0
69;2;4294967295;17;0
70;2;18;17;0
71;2;17;50;0
72;2;49;17;0
73;2;17;2024;0
74;2;4294967295;18;0
75;2;18;19;0
76;2;51;18;0
77;2;18;50;0
78;2;4294967295;19;0
79;2;20;19;0
80;2;52;19;0
81;2;19;51;0
82;2;4294967295;20;0
83;2;21;20;0
84;2;53;20;0
85;2;20;52;0
86;2;4294967295;21;0
87;2;21;22;0
88;2;54;21;0
89;2;21;53;0
90;2;22;54;0
91;2;4294967295;22;0
92;2;23;22;0
93;2;22;55;0
94;2;4294967295;23;0
95;2;24;23;0
96;2;23;56;0
97;2;23;55;0
98;2;4294967295;24;0
99;2;24;25;0
100;2;57;24;0
101;2;24;56;0
102;2;4294967295;25;0
103;2;26;25;0
104;2;58;25;0
105;2;25;57;0
106;2;4294967295;26;0
107;2;26;27;0
108;2;59;26;0
109;2;26;58;0
110;2;4294967295;27;0
111;2;28;27;0
112;2;60;27;0
113;2;27;59;0
114;2;28;60;0
115;2;4294967295;28;0
116;2;29;28;0
117;2;28;61;0
118;2;62;29;0
119;2;29;61;0
120;2;4294967295;29;0
121;2;29;30;0
122;2;4294967295;30;0
123;2;31;30;0
124;2;63;30;0
125;2;30;62;0
126;2;4294967295;31;0
127;2;31;32;0
128;2;31;64;0
129;2;31;63;0
130;2;65;32;0
131;2;32;64;0
132;2;32;4294967295;0
133;2;33;65;0
134;2;34;33;0
135;2;33;94;0
136;2;33;64;0
137;2;35;34;0
138;2;34;66;0
139;2;34;94;0
140;2;35;66;0
141;2;36;35;0
142;2;35;67;0
143;2;37;36;0
144;2;68;36;0
145;2;36;67;0
146;2;38;37;0
147;2;37;69;0
148;2;37;68;0
149;2;70;38;0
150;2;38;69;0
151;2;39;38;0
152;2;40;39;0
153;2;71;39;0
154;2;39;70;0
155;2;40;71;0
156;2;41;40;0
157;2;40;72;0
158;2;42;41;0
159;2;41;73;0
160;2;41;72;0
161;2;43;42;0
162;2;42;74;0
163;2;42;73;0
164;2;44;43;0
165;2;75;43;0
166;2;43;74;0
167;2;44;75;0
168;2;45;44;0
169;2;44;76;0
170;2;46;45;0
171;2;77;45;0
172;2;45;76;0
173;2;47;46;0
174;2;46;78;0
175;2;46;77;0
176;2;48;47;0
177;2;47;79;0
178;2;47;78;0
179;2;339;48;0
180;2;48;356;0
181;2;372;48;0
182;2;48;79;0
183;2;80;49;0
184;2;2057;49;0
185;2;49;2040;0
186;2;49;2024;0
187;2;50;49;0
188;2;51;50;0
189;2;81;50;0
190;2;50;80;0
191;2;52;51;0
192;2;51;82;0
193;2;51;81;0
194;2;53;52;0
195;2;83;52;0
196;2;52;82;0
197;2;54;53;0
198;2;84;53;0
199;2;53;83;0
200;2;55;54;0
201;2;85;54;0
202;2;54;84;0
203;2;55;85;0
204;2;56;55;0
205;2;55;86;0
206;2;57;56;0
207;2;56;87;0
208;2;56;86;0
209;2;58;57;0
210;2;88;57;0
211;2;57;87;0
212;2;59;58;0
213;2;89;58;0
214;2;58;88;0
215;2;90;59;0
216;2;59;89;0
217;2;60;59;0
218;2;61;60;0
219;2;91;60;0
220;2;60;90;0
221;2;62;61;0
222;2;92;61;0
223;2;61;91;0
224;2;63;62;0
225;2;93;62;0
226;2;62;92;0
227;2;64;63;0
228;2;63;94;0
229;2;63;93;0
230;2;65;64;0
231;2;94;64;0
232;2;67;66;0
233;2;95;66;0
234;2;123;66;0
235;2;66;94;0
